,hour,weekday,month,off_cat,cnt
2519,3,Friday,Jun,Burglary/Breaking & Entering,4
2520,3,Friday,Jun,Destruction/Damage/Vandalism of Property,10
2521,3,Friday,Jun,Larceny/Theft Offenses,7
2522,3,Friday,Jun,Motor Vehicle Theft,3
2523,3,Friday,Jun,Robbery,1
2524,3,Friday,Jun,Stolen Property Offenses,1
2525,3,Friday,Jun,Weapon Law Violations,2
2511,3,Friday,Jul,Assault Offenses,11
2512,3,Friday,Jul,Burglary/Breaking & Entering,5
2513,3,Friday,Jul,Destruction/Damage/Vandalism of Property,8
2514,3,Friday,Jul,Larceny/Theft Offenses,7
2515,3,Friday,Jul,Robbery,1
2516,3,Friday,Jul,Stolen Property Offenses,2
2517,3,Friday,Jul,Weapon Law Violations,2
2482,3,Friday,Aug,Assault Offenses,6
2483,3,Friday,Aug,Destruction/Damage/Vandalism of Property,4
2484,3,Friday,Aug,Drug/Narcotic Offenses,4
2485,3,Friday,Aug,Larceny/Theft Offenses,6
2486,3,Friday,Aug,Motor Vehicle Theft,2
2487,3,Friday,Aug,Stolen Property Offenses,1
2488,3,Friday,Aug,Weapon Law Violations,2
2559,3,Friday,Sep,Assault Offenses,6
2560,3,Friday,Sep,Destruction/Damage/Vandalism of Property,2
2561,3,Friday,Sep,Drug/Narcotic Offenses,1
