,hour,weekday,month,off_cat,cnt
21319,22,Tuesday,Aug,Stolen Property Offenses,1
21320,22,Tuesday,Aug,Weapon Law Violations,2
21421,22,Tuesday,Sep,Animal Cruelty,1
21422,22,Tuesday,Sep,Assault Offenses,26
21423,22,Tuesday,Sep,Burglary/Breaking & Entering,4
21424,22,Tuesday,Sep,Destruction/Damage/Vandalism of Property,8
21425,22,Tuesday,Sep,Drug/Narcotic Offenses,9
21426,22,Tuesday,Sep,Larceny/Theft Offenses,13
21427,22,Tuesday,Sep,Motor Vehicle Theft,1
21428,22,Tuesday,Sep,Prostitution Offenses,1
21429,22,Tuesday,Sep,Robbery,2
21430,22,Tuesday,Sep,Weapon Law Violations,1
21408,22,Tuesday,Oct,Arson,1
21409,22,Tuesday,Oct,Assault Offenses,36
21410,22,Tuesday,Oct,Burglary/Breaking & Entering,9
21411,22,Tuesday,Oct,Counterfeiting/Forgery,3
21412,22,Tuesday,Oct,Destruction/Damage/Vandalism of Property,18
21413,22,Tuesday,Oct,Drug/Narcotic Offenses,4
21414,22,Tuesday,Oct,Fraud Offenses,4
21415,22,Tuesday,Oct,Kidnapping/Abduction,1
21416,22,Tuesday,Oct,Larceny/Theft Offenses,16
21417,22,Tuesday,Oct,Prostitution Offenses,1
21418,22,Tuesday,Oct,Robbery,1
21419,22,Tuesday,Oct,Sex Offenses,2
21420,22,Tuesday,Oct,Weapon Law Violations,1
21397,22,Tuesday,Nov,Assault Offenses,29
21398,22,Tuesday,Nov,Burglary/Breaking & Entering,4
21399,22,Tuesday,Nov,Destruction/Damage/Vandalism of Property,11
21400,22,Tuesday,Nov,Drug/Narcotic Offenses,10
21401,22,Tuesday,Nov,Fraud Offenses,1
21402,22,Tuesday,Nov,Larceny/Theft Offenses,17
21403,22,Tuesday,Nov,Motor Vehicle Theft,2
21404,22,Tuesday,Nov,Robbery,2
21405,22,Tuesday,Nov,Sex Offenses,2
21406,22,Tuesday,Nov,Stolen Property Offenses,1
21407,22,Tuesday,Nov,Weapon Law Violations,2
21321,22,Tuesday,Dec,Assault Offenses,35
21322,22,Tuesday,Dec,Burglary/Breaking & Entering,6
21323,22,Tuesday,Dec,Destruction/Damage/Vandalism of Property,10
21324,22,Tuesday,Dec,Drug/Narcotic Offenses,8
21325,22,Tuesday,Dec,Fraud Offenses,3
21326,22,Tuesday,Dec,Larceny/Theft Offenses,14
21327,22,Tuesday,Dec,Motor Vehicle Theft,4
21328,22,Tuesday,Dec,Robbery,6
21329,22,Tuesday,Dec,Stolen Property Offenses,1
21330,22,Tuesday,Dec,Weapon Law Violations,3
21472,22,Wednesday,Jan,Assault Offenses,33
21473,22,Wednesday,Jan,Burglary/Breaking & Entering,4
21474,22,Wednesday,Jan,Destruction/Damage/Vandalism of Property,10
21475,22,Wednesday,Jan,Drug/Narcotic Offenses,5
21476,22,Wednesday,Jan,Fraud Offenses,3
21477,22,Wednesday,Jan,Larceny/Theft Offenses,11
21478,22,Wednesday,Jan,Motor Vehicle Theft,3
21479,22,Wednesday,Jan,Prostitution Offenses,1
21480,22,Wednesday,Jan,Robbery,2
21481,22,Wednesday,Jan,Sex Offenses,1
21482,22,Wednesday,Jan,Stolen Property Offenses,2
21464,22,Wednesday,Feb,Assault Offenses,17
21465,22,Wednesday,Feb,Burglary/Breaking & Entering,4
21466,22,Wednesday,Feb,Destruction/Damage/Vandalism of Property,4
21467,22,Wednesday,Feb,Drug/Narcotic Offenses,4
21468,22,Wednesday,Feb,Fraud Offenses,3
21469,22,Wednesday,Feb,Kidnapping/Abduction,1
21470,22,Wednesday,Feb,Larceny/Theft Offenses,2
21471,22,Wednesday,Feb,Sex Offenses,2
21504,22,Wednesday,Mar,Arson,1
21505,22,Wednesday,Mar,Assault Offenses,29
21506,22,Wednesday,Mar,Burglary/Breaking & Entering,1
21507,22,Wednesday,Mar,Destruction/Damage/Vandalism of Property,6
21508,22,Wednesday,Mar,Drug/Narcotic Offenses,6
21509,22,Wednesday,Mar,Fraud Offenses,2
21510,22,Wednesday,Mar,Kidnapping/Abduction,1
21511,22,Wednesday,Mar,Larceny/Theft Offenses,10
21512,22,Wednesday,Mar,Motor Vehicle Theft,2
21513,22,Wednesday,Mar,Prostitution Offenses,1
21514,22,Wednesday,Mar,Robbery,1
21431,22,Wednesday,Apr,Assault Offenses,35
21432,22,Wednesday,Apr,Burglary/Breaking & Entering,7
21433,22,Wednesday,Apr,Counterfeiting/Forgery,2
21434,22,Wednesday,Apr,Destruction/Damage/Vandalism of Property,9
21435,22,Wednesday,Apr,Drug/Narcotic Offenses,4
21436,22,Wednesday,Apr,Extortion/Blackmail,1
21437,22,Wednesday,Apr,Fraud Offenses,2
21438,22,Wednesday,Apr,Kidnapping/Abduction,1
21439,22,Wednesday,Apr,Larceny/Theft Offenses,11
21440,22,Wednesday,Apr,Prostitution Offenses,1
21441,22,Wednesday,Apr,Robbery,1
21442,22,Wednesday,Apr,Sex Offenses,1
21443,22,Wednesday,Apr,Stolen Property Offenses,1
21515,22,Wednesday,May,Assault Offenses,41
21516,22,Wednesday,May,Burglary/Breaking & Entering,6
21517,22,Wednesday,May,Counterfeiting/Forgery,1
21518,22,Wednesday,May,Destruction/Damage/Vandalism of Property,16
21519,22,Wednesday,May,Drug/Narcotic Offenses,5
21520,22,Wednesday,May,Fraud Offenses,4
21521,22,Wednesday,May,Larceny/Theft Offenses,10
21522,22,Wednesday,May,Motor Vehicle Theft,2
21523,22,Wednesday,May,Robbery,3
21524,22,Wednesday,May,Sex Offenses,1
21525,22,Wednesday,May,Weapon Law Violations,3
21494,22,Wednesday,Jun,Arson,1
21495,22,Wednesday,Jun,Assault Offenses,27
21496,22,Wednesday,Jun,Burglary/Breaking & Entering,3
21497,22,Wednesday,Jun,Destruction/Damage/Vandalism of Property,10
21498,22,Wednesday,Jun,Drug/Narcotic Offenses,4
21499,22,Wednesday,Jun,Fraud Offenses,2
21500,22,Wednesday,Jun,Larceny/Theft Offenses,9
21501,22,Wednesday,Jun,Robbery,5
21502,22,Wednesday,Jun,Stolen Property Offenses,1
21503,22,Wednesday,Jun,Weapon Law Violations,2
21483,22,Wednesday,Jul,Assault Offenses,45
21484,22,Wednesday,Jul,Burglary/Breaking & Entering,6
21485,22,Wednesday,Jul,Destruction/Damage/Vandalism of Property,13
21486,22,Wednesday,Jul,Drug/Narcotic Offenses,2
21487,22,Wednesday,Jul,Fraud Offenses,3
21488,22,Wednesday,Jul,Larceny/Theft Offenses,13
21489,22,Wednesday,Jul,Motor Vehicle Theft,1
21490,22,Wednesday,Jul,Prostitution Offenses,1
21491,22,Wednesday,Jul,Robbery,3
21492,22,Wednesday,Jul,Stolen Property Offenses,1
21493,22,Wednesday,Jul,Weapon Law Violations,4
21444,22,Wednesday,Aug,Assault Offenses,24
21445,22,Wednesday,Aug,Burglary/Breaking & Entering,2
21446,22,Wednesday,Aug,Destruction/Damage/Vandalism of Property,12
21447,22,Wednesday,Aug,Drug/Narcotic Offenses,6
21448,22,Wednesday,Aug,Fraud Offenses,3
21449,22,Wednesday,Aug,Larceny/Theft Offenses,12
21450,22,Wednesday,Aug,Motor Vehicle Theft,1
21451,22,Wednesday,Aug,Robbery,1
21452,22,Wednesday,Aug,"Sex Offenses, Non-forcible",1
21453,22,Wednesday,Aug,Weapon Law Violations,2
21550,22,Wednesday,Sep,Assault Offenses,25
21551,22,Wednesday,Sep,Burglary/Breaking & Entering,3
21552,22,Wednesday,Sep,Destruction/Damage/Vandalism of Property,7
21553,22,Wednesday,Sep,Drug/Narcotic Offenses,6
21554,22,Wednesday,Sep,Extortion/Blackmail,1
21555,22,Wednesday,Sep,Fraud Offenses,5
21556,22,Wednesday,Sep,Larceny/Theft Offenses,21
21557,22,Wednesday,Sep,Robbery,1
21558,22,Wednesday,Sep,"Sex Offenses, Non-forcible",1
21559,22,Wednesday,Sep,Stolen Property Offenses,2
21560,22,Wednesday,Sep,Weapon Law Violations,2
21539,22,Wednesday,Oct,Assault Offenses,45
21540,22,Wednesday,Oct,Burglary/Breaking & Entering,7
21541,22,Wednesday,Oct,Destruction/Damage/Vandalism of Property,13
21542,22,Wednesday,Oct,Drug/Narcotic Offenses,11
21543,22,Wednesday,Oct,Fraud Offenses,3
21544,22,Wednesday,Oct,Homicide Offenses,1
21545,22,Wednesday,Oct,Larceny/Theft Offenses,16
21546,22,Wednesday,Oct,Motor Vehicle Theft,2
21547,22,Wednesday,Oct,Pornography/Obscene Material,1
21548,22,Wednesday,Oct,Robbery,2
21549,22,Wednesday,Oct,Weapon Law Violations,1
21526,22,Wednesday,Nov,Assault Offenses,33
21527,22,Wednesday,Nov,Burglary/Breaking & Entering,4
21528,22,Wednesday,Nov,Counterfeiting/Forgery,1
21529,22,Wednesday,Nov,Destruction/Damage/Vandalism of Property,10
21530,22,Wednesday,Nov,Drug/Narcotic Offenses,4
21531,22,Wednesday,Nov,Fraud Offenses,3
21532,22,Wednesday,Nov,Larceny/Theft Offenses,10
21533,22,Wednesday,Nov,Motor Vehicle Theft,2
21534,22,Wednesday,Nov,Pornography/Obscene Material,1
21535,22,Wednesday,Nov,Robbery,2
21536,22,Wednesday,Nov,Sex Offenses,1
21537,22,Wednesday,Nov,Stolen Property Offenses,1
21538,22,Wednesday,Nov,Weapon Law Violations,2
21454,22,Wednesday,Dec,Assault Offenses,22
21455,22,Wednesday,Dec,Burglary/Breaking & Entering,1
21456,22,Wednesday,Dec,Counterfeiting/Forgery,1
21457,22,Wednesday,Dec,Destruction/Damage/Vandalism of Property,7
21458,22,Wednesday,Dec,Drug/Narcotic Offenses,4
21459,22,Wednesday,Dec,Extortion/Blackmail,1
21460,22,Wednesday,Dec,Fraud Offenses,7
21461,22,Wednesday,Dec,Larceny/Theft Offenses,14
21462,22,Wednesday,Dec,Motor Vehicle Theft,2
21463,22,Wednesday,Dec,Robbery,5
21208,22,Thursday,Jan,Assault Offenses,37
21209,22,Thursday,Jan,Burglary/Breaking & Entering,3
21210,22,Thursday,Jan,Counterfeiting/Forgery,2
21211,22,Thursday,Jan,Destruction/Damage/Vandalism of Property,10
21212,22,Thursday,Jan,Drug/Narcotic Offenses,3
21213,22,Thursday,Jan,Embezzlement,1
21214,22,Thursday,Jan,Fraud Offenses,2
21215,22,Thursday,Jan,Kidnapping/Abduction,1
21216,22,Thursday,Jan,Larceny/Theft Offenses,13
21217,22,Thursday,Jan,Motor Vehicle Theft,4
21218,22,Thursday,Jan,Pornography/Obscene Material,1
21219,22,Thursday,Jan,Robbery,2
21220,22,Thursday,Jan,"Sex Offenses, Non-forcible",1
21221,22,Thursday,Jan,Stolen Property Offenses,1
21222,22,Thursday,Jan,Weapon Law Violations,1
21197,22,Thursday,Feb,Assault Offenses,29
21198,22,Thursday,Feb,Burglary/Breaking & Entering,3
21199,22,Thursday,Feb,Destruction/Damage/Vandalism of Property,9
21200,22,Thursday,Feb,Drug/Narcotic Offenses,9
21201,22,Thursday,Feb,Fraud Offenses,1
21202,22,Thursday,Feb,Larceny/Theft Offenses,10
21203,22,Thursday,Feb,Motor Vehicle Theft,1
21204,22,Thursday,Feb,Pornography/Obscene Material,1
21205,22,Thursday,Feb,Prostitution Offenses,1
21206,22,Thursday,Feb,Stolen Property Offenses,3
21207,22,Thursday,Feb,Weapon Law Violations,1
21243,22,Thursday,Mar,Assault Offenses,32
21244,22,Thursday,Mar,Burglary/Breaking & Entering,4
21245,22,Thursday,Mar,Destruction/Damage/Vandalism of Property,8
21246,22,Thursday,Mar,Drug/Narcotic Offenses,8
21247,22,Thursday,Mar,Embezzlement,1
21248,22,Thursday,Mar,Fraud Offenses,3
21249,22,Thursday,Mar,Larceny/Theft Offenses,6
21250,22,Thursday,Mar,Motor Vehicle Theft,1
21251,22,Thursday,Mar,Robbery,1
21252,22,Thursday,Mar,"Sex Offenses, Non-forcible",1
21253,22,Thursday,Mar,Stolen Property Offenses,2
21254,22,Thursday,Mar,Weapon Law Violations,5
21167,22,Thursday,Apr,Assault Offenses,17
21168,22,Thursday,Apr,Destruction/Damage/Vandalism of Property,9
21169,22,Thursday,Apr,Drug/Narcotic Offenses,5
21170,22,Thursday,Apr,Extortion/Blackmail,1
21171,22,Thursday,Apr,Fraud Offenses,1
21172,22,Thursday,Apr,Larceny/Theft Offenses,9
21173,22,Thursday,Apr,Motor Vehicle Theft,3
21174,22,Thursday,Apr,Robbery,2
21175,22,Thursday,Apr,Sex Offenses,1
21176,22,Thursday,Apr,Weapon Law Violations,1
21255,22,Thursday,May,Arson,1
21256,22,Thursday,May,Assault Offenses,28
21257,22,Thursday,May,Burglary/Breaking & Entering,6
21258,22,Thursday,May,Destruction/Damage/Vandalism of Property,9
21259,22,Thursday,May,Drug/Narcotic Offenses,6
21260,22,Thursday,May,Fraud Offenses,6
21261,22,Thursday,May,Larceny/Theft Offenses,12
21262,22,Thursday,May,Motor Vehicle Theft,3
21263,22,Thursday,May,Prostitution Offenses,1
21264,22,Thursday,May,Robbery,2
21265,22,Thursday,May,Sex Offenses,2
21266,22,Thursday,May,Weapon Law Violations,3
21233,22,Thursday,Jun,Assault Offenses,32
21234,22,Thursday,Jun,Burglary/Breaking & Entering,3
21235,22,Thursday,Jun,Destruction/Damage/Vandalism of Property,9
21236,22,Thursday,Jun,Drug/Narcotic Offenses,7
21237,22,Thursday,Jun,Larceny/Theft Offenses,15
21238,22,Thursday,Jun,Motor Vehicle Theft,1
21239,22,Thursday,Jun,Robbery,1
21240,22,Thursday,Jun,Sex Offenses,1
21241,22,Thursday,Jun,"Sex Offenses, Non-forcible",1
21242,22,Thursday,Jun,Weapon Law Violations,2
21223,22,Thursday,Jul,Assault Offenses,39
21224,22,Thursday,Jul,Burglary/Breaking & Entering,4
21225,22,Thursday,Jul,Destruction/Damage/Vandalism of Property,11
21226,22,Thursday,Jul,Drug/Narcotic Offenses,7
21227,22,Thursday,Jul,Fraud Offenses,4
21228,22,Thursday,Jul,Larceny/Theft Offenses,10
21229,22,Thursday,Jul,Motor Vehicle Theft,3
21230,22,Thursday,Jul,Robbery,1
21231,22,Thursday,Jul,Sex Offenses,1
21232,22,Thursday,Jul,Weapon Law Violations,2
21177,22,Thursday,Aug,Assault Offenses,34
21178,22,Thursday,Aug,Burglary/Breaking & Entering,4
21179,22,Thursday,Aug,Destruction/Damage/Vandalism of Property,7
21180,22,Thursday,Aug,Drug/Narcotic Offenses,7
21181,22,Thursday,Aug,Fraud Offenses,4
21182,22,Thursday,Aug,Larceny/Theft Offenses,22
21183,22,Thursday,Aug,Motor Vehicle Theft,2
21184,22,Thursday,Aug,Prostitution Offenses,1
21185,22,Thursday,Aug,Robbery,2
21186,22,Thursday,Aug,Stolen Property Offenses,2
21187,22,Thursday,Aug,Weapon Law Violations,3
21290,22,Thursday,Sep,Assault Offenses,25
21291,22,Thursday,Sep,Burglary/Breaking & Entering,3
21292,22,Thursday,Sep,Destruction/Damage/Vandalism of Property,15
21293,22,Thursday,Sep,Drug/Narcotic Offenses,3
21294,22,Thursday,Sep,Fraud Offenses,1
21295,22,Thursday,Sep,Larceny/Theft Offenses,10
21296,22,Thursday,Sep,Motor Vehicle Theft,1
21297,22,Thursday,Sep,Robbery,1
21298,22,Thursday,Sep,Weapon Law Violations,3
21277,22,Thursday,Oct,Assault Offenses,40
21278,22,Thursday,Oct,Burglary/Breaking & Entering,7
21279,22,Thursday,Oct,Destruction/Damage/Vandalism of Property,18
21280,22,Thursday,Oct,Drug/Narcotic Offenses,3
21281,22,Thursday,Oct,Fraud Offenses,2
21282,22,Thursday,Oct,Homicide Offenses,1
21283,22,Thursday,Oct,Larceny/Theft Offenses,20
21284,22,Thursday,Oct,Motor Vehicle Theft,2
21285,22,Thursday,Oct,Robbery,5
21286,22,Thursday,Oct,Sex Offenses,2
21287,22,Thursday,Oct,"Sex Offenses, Non-forcible",1
21288,22,Thursday,Oct,Stolen Property Offenses,1
21289,22,Thursday,Oct,Weapon Law Violations,3
21267,22,Thursday,Nov,Arson,1
21268,22,Thursday,Nov,Assault Offenses,33
21269,22,Thursday,Nov,Burglary/Breaking & Entering,7
21270,22,Thursday,Nov,Destruction/Damage/Vandalism of Property,8
21271,22,Thursday,Nov,Drug/Narcotic Offenses,5
21272,22,Thursday,Nov,Fraud Offenses,1
21273,22,Thursday,Nov,Larceny/Theft Offenses,12
21274,22,Thursday,Nov,Motor Vehicle Theft,1
21275,22,Thursday,Nov,Robbery,2
21276,22,Thursday,Nov,Weapon Law Violations,2
21188,22,Thursday,Dec,Assault Offenses,31
21189,22,Thursday,Dec,Burglary/Breaking & Entering,4
21190,22,Thursday,Dec,Destruction/Damage/Vandalism of Property,13
21191,22,Thursday,Dec,Drug/Narcotic Offenses,3
21192,22,Thursday,Dec,Fraud Offenses,2
21193,22,Thursday,Dec,Larceny/Theft Offenses,13
21194,22,Thursday,Dec,Motor Vehicle Theft,1
21195,22,Thursday,Dec,Robbery,1
21196,22,Thursday,Dec,Weapon Law Violations,2
20664,22,Friday,Jan,Assault Offenses,25
20665,22,Friday,Jan,Burglary/Breaking & Entering,5
20666,22,Friday,Jan,Counterfeiting/Forgery,1
20667,22,Friday,Jan,Destruction/Damage/Vandalism of Property,14
20668,22,Friday,Jan,Drug/Narcotic Offenses,7
20669,22,Friday,Jan,Fraud Offenses,2
20670,22,Friday,Jan,Larceny/Theft Offenses,12
20671,22,Friday,Jan,Motor Vehicle Theft,2
20672,22,Friday,Jan,Robbery,2
20673,22,Friday,Jan,Stolen Property Offenses,1
20674,22,Friday,Jan,Weapon Law Violations,5
20655,22,Friday,Feb,Assault Offenses,24
20656,22,Friday,Feb,Burglary/Breaking & Entering,4
20657,22,Friday,Feb,Destruction/Damage/Vandalism of Property,5
20658,22,Friday,Feb,Drug/Narcotic Offenses,10
20659,22,Friday,Feb,Kidnapping/Abduction,1
20660,22,Friday,Feb,Larceny/Theft Offenses,9
20661,22,Friday,Feb,Sex Offenses,1
20662,22,Friday,Feb,Stolen Property Offenses,1
20663,22,Friday,Feb,Weapon Law Violations,1
20700,22,Friday,Mar,Assault Offenses,38
20701,22,Friday,Mar,Burglary/Breaking & Entering,7
20702,22,Friday,Mar,Counterfeiting/Forgery,1
20703,22,Friday,Mar,Destruction/Damage/Vandalism of Property,15
20704,22,Friday,Mar,Drug/Narcotic Offenses,4
20705,22,Friday,Mar,Fraud Offenses,5
20706,22,Friday,Mar,Larceny/Theft Offenses,16
20707,22,Friday,Mar,Motor Vehicle Theft,1
20708,22,Friday,Mar,Prostitution Offenses,1
20709,22,Friday,Mar,Robbery,1
20710,22,Friday,Mar,Stolen Property Offenses,1
20711,22,Friday,Mar,Weapon Law Violations,3
20624,22,Friday,Apr,Arson,1
20625,22,Friday,Apr,Assault Offenses,28
20626,22,Friday,Apr,Burglary/Breaking & Entering,4
20627,22,Friday,Apr,Destruction/Damage/Vandalism of Property,7
20628,22,Friday,Apr,Drug/Narcotic Offenses,6
20629,22,Friday,Apr,Fraud Offenses,1
20630,22,Friday,Apr,Larceny/Theft Offenses,18
20631,22,Friday,Apr,Motor Vehicle Theft,3
20632,22,Friday,Apr,Sex Offenses,3
20633,22,Friday,Apr,Weapon Law Violations,3
20712,22,Friday,May,Assault Offenses,42
20713,22,Friday,May,Burglary/Breaking & Entering,4
20714,22,Friday,May,Counterfeiting/Forgery,2
20715,22,Friday,May,Destruction/Damage/Vandalism of Property,9
20716,22,Friday,May,Drug/Narcotic Offenses,12
20717,22,Friday,May,Fraud Offenses,3
20718,22,Friday,May,Larceny/Theft Offenses,17
20719,22,Friday,May,Motor Vehicle Theft,3
20720,22,Friday,May,Robbery,5
20721,22,Friday,May,Sex Offenses,2
20722,22,Friday,May,Weapon Law Violations,2
20689,22,Friday,Jun,Assault Offenses,38
20690,22,Friday,Jun,Burglary/Breaking & Entering,4
20691,22,Friday,Jun,Destruction/Damage/Vandalism of Property,9
20692,22,Friday,Jun,Drug/Narcotic Offenses,5
20693,22,Friday,Jun,Fraud Offenses,1
20694,22,Friday,Jun,Larceny/Theft Offenses,11
20695,22,Friday,Jun,Motor Vehicle Theft,1
20696,22,Friday,Jun,Robbery,3
20697,22,Friday,Jun,Sex Offenses,1
20698,22,Friday,Jun,"Sex Offenses, Non-forcible",2
20699,22,Friday,Jun,Weapon Law Violations,1
20675,22,Friday,Jul,Assault Offenses,37
20676,22,Friday,Jul,Burglary/Breaking & Entering,5
20677,22,Friday,Jul,Counterfeiting/Forgery,2
20678,22,Friday,Jul,Destruction/Damage/Vandalism of Property,11
20679,22,Friday,Jul,Drug/Narcotic Offenses,8
20680,22,Friday,Jul,Extortion/Blackmail,1
20681,22,Friday,Jul,Fraud Offenses,3
20682,22,Friday,Jul,Larceny/Theft Offenses,18
20683,22,Friday,Jul,Motor Vehicle Theft,1
20684,22,Friday,Jul,Pornography/Obscene Material,1
20685,22,Friday,Jul,Robbery,1
20686,22,Friday,Jul,Sex Offenses,1
20687,22,Friday,Jul,Stolen Property Offenses,1
20688,22,Friday,Jul,Weapon Law Violations,1
20634,22,Friday,Aug,Assault Offenses,48
20635,22,Friday,Aug,Burglary/Breaking & Entering,11
20636,22,Friday,Aug,Counterfeiting/Forgery,1
20637,22,Friday,Aug,Destruction/Damage/Vandalism of Property,21
20638,22,Friday,Aug,Drug/Narcotic Offenses,11
20639,22,Friday,Aug,Fraud Offenses,2
20640,22,Friday,Aug,Kidnapping/Abduction,1
20641,22,Friday,Aug,Larceny/Theft Offenses,27
20642,22,Friday,Aug,Motor Vehicle Theft,2
20643,22,Friday,Aug,Robbery,1
20644,22,Friday,Aug,Sex Offenses,2
20645,22,Friday,Aug,Weapon Law Violations,8
20749,22,Friday,Sep,Arson,1
20750,22,Friday,Sep,Assault Offenses,47
20751,22,Friday,Sep,Burglary/Breaking & Entering,3
20752,22,Friday,Sep,Destruction/Damage/Vandalism of Property,18
20753,22,Friday,Sep,Drug/Narcotic Offenses,3
20754,22,Friday,Sep,Fraud Offenses,6
20755,22,Friday,Sep,Homicide Offenses,1
20756,22,Friday,Sep,Larceny/Theft Offenses,14
20757,22,Friday,Sep,Motor Vehicle Theft,4
20758,22,Friday,Sep,Prostitution Offenses,1
20759,22,Friday,Sep,Robbery,1
20760,22,Friday,Sep,Sex Offenses,3
20761,22,Friday,Sep,Weapon Law Violations,3
20735,22,Friday,Oct,Assault Offenses,44
20736,22,Friday,Oct,Bribery,1
20737,22,Friday,Oct,Burglary/Breaking & Entering,6
20738,22,Friday,Oct,Counterfeiting/Forgery,2
20739,22,Friday,Oct,Destruction/Damage/Vandalism of Property,12
20740,22,Friday,Oct,Drug/Narcotic Offenses,4
20741,22,Friday,Oct,Fraud Offenses,5
20742,22,Friday,Oct,Kidnapping/Abduction,2
20743,22,Friday,Oct,Larceny/Theft Offenses,15
20744,22,Friday,Oct,Motor Vehicle Theft,1
20745,22,Friday,Oct,Robbery,4
20746,22,Friday,Oct,Sex Offenses,1
20747,22,Friday,Oct,Stolen Property Offenses,1
20748,22,Friday,Oct,Weapon Law Violations,4
20723,22,Friday,Nov,Animal Cruelty,1
20724,22,Friday,Nov,Assault Offenses,38
20725,22,Friday,Nov,Burglary/Breaking & Entering,3
20726,22,Friday,Nov,Counterfeiting/Forgery,2
20727,22,Friday,Nov,Destruction/Damage/Vandalism of Property,23
20728,22,Friday,Nov,Drug/Narcotic Offenses,6
20729,22,Friday,Nov,Fraud Offenses,2
20730,22,Friday,Nov,Homicide Offenses,1
20731,22,Friday,Nov,Larceny/Theft Offenses,18
20732,22,Friday,Nov,Motor Vehicle Theft,2
20733,22,Friday,Nov,Robbery,1
20734,22,Friday,Nov,Stolen Property Offenses,1
20646,22,Friday,Dec,Assault Offenses,31
20647,22,Friday,Dec,Burglary/Breaking & Entering,9
20648,22,Friday,Dec,Destruction/Damage/Vandalism of Property,14
20649,22,Friday,Dec,Drug/Narcotic Offenses,4
20650,22,Friday,Dec,Fraud Offenses,2
20651,22,Friday,Dec,Larceny/Theft Offenses,32
20652,22,Friday,Dec,Motor Vehicle Theft,1
20653,22,Friday,Dec,Sex Offenses,2
20654,22,Friday,Dec,Stolen Property Offenses,4
20950,22,Saturday,Jan,Assault Offenses,29
20951,22,Saturday,Jan,Burglary/Breaking & Entering,3
20952,22,Saturday,Jan,Destruction/Damage/Vandalism of Property,5
20953,22,Saturday,Jan,Drug/Narcotic Offenses,1
20954,22,Saturday,Jan,Fraud Offenses,3
20955,22,Saturday,Jan,Larceny/Theft Offenses,13
20956,22,Saturday,Jan,Motor Vehicle Theft,2
20957,22,Saturday,Jan,Weapon Law Violations,2
20940,22,Saturday,Feb,Arson,1
20941,22,Saturday,Feb,Assault Offenses,17
20942,22,Saturday,Feb,Burglary/Breaking & Entering,3
20943,22,Saturday,Feb,Destruction/Damage/Vandalism of Property,7
20944,22,Saturday,Feb,Drug/Narcotic Offenses,8
20945,22,Saturday,Feb,Fraud Offenses,1
20946,22,Saturday,Feb,Larceny/Theft Offenses,7
20947,22,Saturday,Feb,Motor Vehicle Theft,3
20948,22,Saturday,Feb,Sex Offenses,1
20949,22,Saturday,Feb,Stolen Property Offenses,1
20981,22,Saturday,Mar,Assault Offenses,23
20982,22,Saturday,Mar,Burglary/Breaking & Entering,5
20983,22,Saturday,Mar,Destruction/Damage/Vandalism of Property,12
20984,22,Saturday,Mar,Drug/Narcotic Offenses,4
20985,22,Saturday,Mar,Fraud Offenses,2
20986,22,Saturday,Mar,Kidnapping/Abduction,2
20987,22,Saturday,Mar,Larceny/Theft Offenses,18
20988,22,Saturday,Mar,Motor Vehicle Theft,2
20989,22,Saturday,Mar,Robbery,3
20990,22,Saturday,Mar,Sex Offenses,2
20991,22,Saturday,Mar,Weapon Law Violations,1
20908,22,Saturday,Apr,Assault Offenses,32
20909,22,Saturday,Apr,Burglary/Breaking & Entering,1
20910,22,Saturday,Apr,Counterfeiting/Forgery,1
20911,22,Saturday,Apr,Destruction/Damage/Vandalism of Property,9
20912,22,Saturday,Apr,Drug/Narcotic Offenses,4
20913,22,Saturday,Apr,Fraud Offenses,3
20914,22,Saturday,Apr,Larceny/Theft Offenses,12
20915,22,Saturday,Apr,Motor Vehicle Theft,1
20916,22,Saturday,Apr,Sex Offenses,2
20917,22,Saturday,Apr,Stolen Property Offenses,1
20992,22,Saturday,May,Arson,1
20993,22,Saturday,May,Assault Offenses,46
20994,22,Saturday,May,Burglary/Breaking & Entering,5
20995,22,Saturday,May,Destruction/Damage/Vandalism of Property,11
20996,22,Saturday,May,Drug/Narcotic Offenses,3
20997,22,Saturday,May,Fraud Offenses,4
20998,22,Saturday,May,Larceny/Theft Offenses,17
20999,22,Saturday,May,Motor Vehicle Theft,3
21000,22,Saturday,May,Robbery,1
21001,22,Saturday,May,Stolen Property Offenses,1
21002,22,Saturday,May,Weapon Law Violations,3
20969,22,Saturday,Jun,Assault Offenses,55
20970,22,Saturday,Jun,Burglary/Breaking & Entering,5
20971,22,Saturday,Jun,Counterfeiting/Forgery,1
20972,22,Saturday,Jun,Destruction/Damage/Vandalism of Property,17
20973,22,Saturday,Jun,Drug/Narcotic Offenses,7
20974,22,Saturday,Jun,Fraud Offenses,3
20975,22,Saturday,Jun,Larceny/Theft Offenses,19
20976,22,Saturday,Jun,Motor Vehicle Theft,1
20977,22,Saturday,Jun,Robbery,3
20978,22,Saturday,Jun,Sex Offenses,1
20979,22,Saturday,Jun,Stolen Property Offenses,1
20980,22,Saturday,Jun,Weapon Law Violations,1
20958,22,Saturday,Jul,Assault Offenses,37
20959,22,Saturday,Jul,Burglary/Breaking & Entering,5
20960,22,Saturday,Jul,Counterfeiting/Forgery,2
20961,22,Saturday,Jul,Destruction/Damage/Vandalism of Property,9
20962,22,Saturday,Jul,Drug/Narcotic Offenses,8
20963,22,Saturday,Jul,Fraud Offenses,5
